Name,Industry,Number of employees,Website,Key people,Revenue,Founded,Headquarters
Nidec Corporation ,Electronic components,"Nidec Corporation: 2,392 (as of March 31, 2017)
                 Consolidated: 107,062 (as of March 31, 2017)",http://www.nidec.com/en-Global/,Shigenobu Nagamori (CEO),"US$11.15 billion ( FY 2017)
                  ( JPY 1199.3 billion) (FY 2017)","July 23, 1973 ; 46 years ago ( 1973-07-23 )","338 Kuzetonoshiro-cho, Minami-ku , Kyoto 601-8205, Japan"
NextEra Energy Partners LP,Renewable energy,,http://nexteraenergypartners.com,"James L. Robo, Chairman & CEO Armando Pimentel, President",US$ 301 million [1] (2014),2014 ( 2014 ),"Juno Beach , Florida , United States"
Nielsen Holdings plc,Media,"46,000 (2018)",http://www.nielsen.com/,James Attwood (non-executive Chairman) [1] David Kenny (CEO) [2] David J. Anderson (CFO) [3],$6.5 billion (2018) [4],"August 24, 1923 ; 96 years ago ( 1923-08-24 )","New York City , New York , United States"
"Nike, Inc.",Apparel Accessories Sports equipment,"73,100 (2018)",http://nike.com,"Phil Knight (Chairman Emeritus) Mark Parker (Chairman, President, & CEO)",US$ 36.39 billion (2018),"January 25, 1964 ; 55 years ago ( 1964-01-25 )","Washington County, Oregon , U.S. (Near Beaverton, Oregon )"
Nokia Corporation,Telecommunications equipment Networking equipment Mobile phones Consumer electronics,"103,083 [2] (2018)",https://www.nokia.com,Risto Siilasmaa (Chairman) Rajeev Suri (President and CEO) Kristian Pullola (CFO) Joerg Erlemeier (COO) Barry French (CMO),€ 22.56 billion (2018),"12 May 1865 ; 154 years ago ( 1865-05-12 ) in Tampere , Finland","Espoo , Finland"
"NextEra Energy, Inc.",Electric power industry Energy development Renewable energy,"~14,000 (total, 2017) [1] ~8,700 (FPL, 2017) [1] ~5,200 (NEER, 2017) [1]",http://www.nexteraenergy.com,"James L. Robo ( President and CEO of NEE and Chairman of FPL) John W. Ketchum ( Executive Vice President, Finance and CFO of NEE and FPL) Eric E. Silagy ( President and CEO of FPL)",US$ 17.20 billion (2017) US$ 16.16 billion (2016),1925,"Juno Beach, Florida , United States"
Newpark Resources Inc.,,"2,248",http://www.newpark.com,,$ 1.12 Billion (As of 2013 [update] ) [1],1932,"Woodlands, Texas , United States"
Northrop Grumman Corporation,Defense industry,"85,000 (2019) [4]",http://northropgrumman.com,Kathy J. Warden ( President and CEO ) [1],US$ 30.1 billion (2018) [2],1994 ; 25 years ago ( 1994 ),"2980 Fairview Park Drive, West Falls Church , Virginia , United States"
Newmont Goldcorp Corporation,Metals and Mining,"12,569 [2] (2017)",http://www.newmontgoldcorp.com,"Gary J. Goldberg , CEO",$7.348 billion USD (2017) [1],1921 ; 98 years ago ( 1921 ),"Greenwood Village, Colorado , USA"
NewMarket Corporation,Chemicals,"1,842",http://www.newmarket.com,"Thomas E. Gottwald (Chairman, CEO) Brian Paliotti (CFO)","US$2.28 billion (2013) 
                     US$2.21 billion (2012)",1887,"Richmond, Virginia , U.S."
NewAlliance Bancshares,Finance and Insurance,,http://www.newalliancebank.com/,"Peyton R. Patterson, Chairman, & CEO C. Gene Kirby, President Glenn I. MacInnes, EVP and CFO",( $46.4M FY 2009),"New Haven Savings Bank (NHSB) 1838; Savings Bank of Manchester (SBM) 1895; Merger of NHSB, SBM & Tolland Bank 2004","New Haven, Connecticut , United States"
"New York Community Bancorp, Inc.",Commercial bank,"3,096 (2017)",http://www.mynycb.com/,"Joseph R. Ficalora, CEO Thomas R. Cangemi, CFO Dominick Ciampa, Chairman",,1859 ; 160 years ago ( 1859 ),"Westbury, New York , USA"
The New York Times Company,Newspapers,"4,320 (2018)",http://www.nytco.com,Arthur Ochs Sulzberger Jr. ( Chairman ) Mark Thompson ( President and CEO ),$1.74 billion (2018),"September 18, 1851 ; 168 years ago ( 1851-09-18 )","The New York Times Building , Manhattan , New York , United States"
"RTW Retailwinds, Inc.",Retail,"5,885 (2017)",http://www.nyandcompany.com,"Gregory J. Scott, CEO",US$ 929.1 million (2016),1918,330 West 34th Street New York
New Senior Investment Group Inc.,Real estate investment trust,0,https://www.newseniorinv.com/,"Wes Edens , Chairman Susan Givens, CEO Justine Cheng, CFO",$0.444 billion (2018),"May 17, 2012 ; 7 years ago ( 2012-05-17 )",1345 Avenue of the Americas New York City
NIO Inc.,Automotive,"Approx.  4,000 (2018)",https://www.nio.io,William Li ( Chairman and CEO ) Lihong Qin ( President ) Louis Hsieh ( CFO ),US$ 720.1 million (2018) [1],2014 ; 5 years ago ( 2014 ),"Shanghai , China"
NL Industries,Security & Protection Services,466 (2013) [12],http://www.compx.com,David Bowers (CEO),,"August 4, 1993","Dallas , Texas"
"New Relic, Inc.",Application performance management,,https://newrelic.com/,Lew Cirne,$479.2 million (March 2019) [1],2008 ; 11 years ago ( 2008 ),"San Francisco , CA , United States"
New Oriental Education & Technology Group Inc.,,"over 17,700 (2016) [1]",http://www.neworiental.org,"Yu Minhong (CEO) (俞敏洪; also known as ""Michael Yu"")",,1993,"No.6 Haidian Zhongjie, Haidian District , Beijing (100080)"
New Mountain Capital,"Private Equity , Hedge Fund , BDC",100+,http://www.newmountaincapital.com,Steven Klinsky (CEO),,1999 ; 20 years ago ( 1999 ),"AXA Center New York, New York , United States"
New Jersey Resources,,,,,,,
Netezza,Data Warehousing,469 (2010) [1],http://www.netezza.com,,US$190.6 million ( FY 2010 ),1999,"Marlborough, Massachusetts , United States"
NeoPhotonics Corporation,,,,"Timothy S. Jenks (Chairman, CEO & President)",,1996,"2911 Zanker Road, San Jose, California , United States"
"Nelnet, Inc.",Financial services,,http://www.nelnet.com/,Michael S. Dunlap ( Chairman ) Jeff Noordhoek ( CEO ),$1.2 billion (2017),1996 ( 1996 ) [1],"Lincoln, Nebraska , United States"
"NCI Building Systems, Inc.",,"4,484 (2013) [4]",http://www.ncilp.com,Norman Chambers (Chairman & CEO),$ 1.770 billion (2017) [2],1984,"Houston , TX"
Navios Maritime Holdings Inc.,Shipping,,"http://www.navios.com,https://www.wikidata.org/wiki/Q6982488?uselang=en#P856",Angeliki Frangou ( Chairman & CEO ),US$134.19 million (2017) [1],1992,"Piraeus , Greece"
NCR Corporation,Information Technology,"34,000 [4] (2017)",http://ncr.com,Mike (Michael D.) Hayford (CEO) John H. Patterson (Founder),$6.41 billion (2018) [3],"Dayton, Ohio (1884 ; 135 years ago ( 1884 ) ) incorporation 1900 [1]","Atlanta , Georgia , United States [2]"
"Navigant Consulting, Inc.",Professional services,"5,500",https://www.navigant.com,Julie M. Howard (CEO),"$743.6M (December 31, 2018) [1]",1983 (as The Metzler Group Inc.),"Chicago , Illinois , US (Global)"
"Nautilus, Inc.",Exercise equipment,approximately 480 (2017) [2],http://www.nautilusinc.com,"James ""Jim"" Barr IV (CEO) William B. McMahon (COO) Sidharth (Sid) Nayar (CFO)",US$406.1 million (2017) [1],1986 ( 1986 ),"Vancouver, Washington"
"National Retail Properties, Inc.",Real estate investment trust,66 (2017),http://www.nnnreit.com/,"Julian E. Whitehurst, CEO & President Robert C. Legler, Chairman Kevin B. Habicht, CFO",$0.585 billion (2017),October 1984 ; 35 years ago ( 1984-10 ) (as Golden Corral Realty Corp.),"Orlando, Florida , U.S."
"National Presto Industries, Inc.",Consumer products,,http://www.gopresto.com/,Maryjo Cohen (President and CEO),$405.3M [1],1905,"Eau Claire, Wisconsin , United States"
National Fuel Gas Co.,Oil and gas,"2,080 (2016)",http://www.nationalfuelgas.com/,"Ronald Tanski, CEO [1]",$ 1.58 billion U.S. dollars (2018) [2],Incorporated in 1902,"Williamsville, New York , United States"
Navistar International Corporation,Automotive,"~12,300 (FY OCT 31 2017)",http://www.navistar.com/navistar/,"Troy A. Clarke (Chairman, President, & CEO) Walter G. Borst (Executive VP & CFO) Samara A. Strycker (Senior VP & Controller)",US$ 8.57 billion (FY OCT 31 2017),"1902 ; 117 years ago ( 1902 ) , as International Harvester Company 1993 ; 26 years ago ( 1993 ) , as Navistar International Corporation","Lisle, Illinois , U.S."
"Mueller Water Products, Inc.",Water infrastructure,"4,200 [2]",http://www.muellerwaterproducts.com,Scott Hall (President and CEO) Marietta Edmunds-Zakas (Chief Financial Officer) Hassan Ali (Chief Technology Officer and Chief Information Officer),$1.138 billion (2014) [1],,"Atlanta, Georgia , United States"
MSCI Inc.,,3300,"https://www.msci.com,https://www.wikidata.org/wiki/Q768773?uselang=en#P856","Henry A. Fernandez, CEO , Baer Pettit, President , Linda Huber, CFO , Laurent Seyer, COO and Chief Client Officer",US$1.27 billion (2017) [1],1969,"7 World Trade Center Manhattan , New York City , United States"
"NACCO Industries, Inc.",,"9,300",http://www.nacco.com/,J.C. Butler ( Chief Executive Officer ),US$ 3.3 billion ( FY 2011 ),1913,"Cleveland, Ohio , United States"
"Nabors Industries, Ltd.",Oil & Gas Drilling & Exploration,"15,000 (2018)",http://www.nabors.com,"Anthony G. Petrello, President & CEO",US $3.048 billion (2018),1968,"Hamilton , Bermuda (incorporation) Houston , Texas , U.S. (operational)"
Murphy Oil Corporation,Petroleum industry,"1,294 (2016) [1]",http://murphyoilcorp.com/,"Claiborne P. Deming , Chairman Roger Jenkins, CEO [1]",$1.809 billion (2016) [1],1944 ; 75 years ago ( 1944 ),"El Dorado, Arkansas , United States"
"MSC Industrial Direct Co., Inc",Industrial Equipment Wholesale,"6,000-plus (2017)",http://www.MSCdirect.com,"Mitchell Jacobson, Chairman Erik Gershwind, President & CEO Rustom Jillia, EVP & CFO Doug Jones, EVP & Chief Supply Chain Officer Steve Baruch, EVP, Strategy & Marketing Kari Heerdt, SVP & Chief People Officer Charles Bonomo, SVP & CIO",$2.863 billion USD (2016),"New York, NY (1941)","Melville, NY , Davidson, NC"
National Oilwell Varco,Oilfield services and equipment,"37,000 (2018)",http://www.nov.com/,Chief Executive Officer: Clay C. Williams [3],US$ 7.3 billion ( FY 2017 ) [4],1841,"Houston , Texas , U.S."
"MRC Global, Inc.",,"3,580 [2] (2017)",http://mrcglobal.com,,US$ 5.933 billion [1],2007,"Houston , Texas , U.S."
"Motorola Solutions, Inc.",Telecommunications equipment,"17,000 [2] (2019)",https://www.motorolasolutions.com/,Greg Brown ( Chairman and CEO ),US$ 7.34 billion (2018) [1],"January 4, 2011 ; 8 years ago ( January 4, 2011 )","Chicago , Illinois , U.S."
Mowi ASA,"Seafood , food processing","12,454 (2015) [1]",http://www.mowi.com,"Alf-Helge Aarskog ( CEO ) , Ole Eirik Lerøy ( Chair ) , Leif Frode Onarheim ( Deputy chair )",NOK 27.88 billion (2015) [1],2006 (current structure),"Bergen , Norway"
The Mosaic Company,Agriculture Fertilizer,"~15,000 (2017)",http://www.mosaicco.com,Robert L. Lumpkins (Chairman of the Board) James “Joc” C. O’Rourke (President & CEO) Anthony T. Brausen (Senior VP & Interim CFO),US$ 7.41 billion (2017),"October 22, 2004 ; 14 years ago ( 2004-10-22 ) , through combination of IMC Global Inc. and Cargill, Incorporated","Plymouth , Minnesota , U.S."
Morgan Stanley,Financial services,"60,348 (2018)",https://www.morganstanley.com,James P. Gorman ( Chairman & CEO ) Thomas Nides (Vice Chairman) Colm Kelleher ( President ) Jonathan Pruzan ( CFO ),$40.107 billion (2018),1935 (The original Morgan Stanley) 1924 ( Dean Witter & Co. ) 1931 ( Reynolds Securities ),"Morgan Stanley Building New York City , New York , U.S."
"Movado Group, Inc.",,"1,000 (FY JAN 31 2018)",http://www.movadogroup.com/,Efraim Grinberg (Chairman & CEO) Sallie A. DeMarsilis (Senior VP & CFO),US$ 567.95 million (FY JAN 31 2018),"1881 ; 138 years ago ( 1881 ) , in La Chaux-de-Fonds , Switzerland","Paramus , New Jersey , United States"
Moody's Corporation,Business and financial services,"12,000 (2017)",http://www.moodys.com,Raymond W. McDaniel Jr. ( CEO ),US$4.2 billion (2017) [1],1909 ( 1909 ),"7 World Trade Center New York City , United States"
Molson Coors Brewing Company,Beverages,"17,200 (2017) [2]",http://www.molsoncoors.com,"Pete Coors , ( Chairman ) Geoff Molson , ( Vice chairman ) Mark Hunter, ( President and CEO )",US$4.8 billion (2016) [1],"Molson (1786), Coors (1873), merged (2005)","Montreal , Québec , Canada"
Molina Healthcare Inc.,Healthcare,"~20,000 (December 2017) [2]",http://molinahealthcare.com,Joseph M. Zubretsky ( President & CEO ) Thomas Tran ( CFO ),US$ 19.883 billion (2017) [2],"1980 ; 39 years ago ( 1980 ) in Long Beach , California , United States","Long Beach, California , United States"
"Mohawk Industries, Inc",Conglomerate,"38,800 [5] (2017)",http://www.mohawkind.com,Jeffrey Lorberbaum (Chairman & CEO) [1],$ 8.1 billion (FY 2013) [2],"Amsterdam, New York United States (1878 ( 1878 ) )","Calhoun , Georgia , U.S."
Mortgage Guaranty Insurance Corporation,Private Mortgage Insurance,,"http://www.mgic.com,https://www.wikidata.org/wiki/Q6914636?uselang=en#P856",,,1957,"Milwaukee, Wisconsin , U.S."
Moelis & Company,Financial Services,750,http://www.moelis.com,,$684.6 million (2017) [1],2007 ; 12 years ago ( 2007 ),"399 Park Avenue New York, New York , United States"
Mobileye,Automotive Autonomous cars,750 (2017),http://mobileye.com,Amnon Shashua (CEO and CTO),US$358.16 million (2016),1999 ; 20 years ago ( 1999 ) Jerusalem,Israel
Ming Yang Wind Power Group,Wind power,5000,"http://www.mywind.com.cn/English/Index.aspx,http://www.mywind.com.cn/",Chuanwei Zhang (Chairman & CEO),,2006 ( 2006 ),"Zhongshan , Guangdong , China"
"Mizuho Financial Group, Inc.","Banking, financial services","56,375 (2017)",http://mizuho-fg.com,Tatsufumi Sakai ( President & CEO ) [1],¥ 1.450 trillion (2017),2001 ; 18 years ago ( 2001 ),"Marunouchi , Chiyoda, Tokyo , Japan"
Milacron LLC,Plastics Industry,"5,368 (June 2015)",http://www.milacron.com/,Tom Goeke ( Chief Executive Officer ) Bruce Chalmers ( Vice President ) ( Chief Financial Officer ) ( Chief Administrative Officer ),,"Cincinnati, Ohio (1970)","Blue Ash, Ohio [1] , United States of America"
Mobile TeleSystems (MTS),Telecommunications,"65,000+ (2018)","http://mts.ru,https://www.wikidata.org/wiki/Q1368919?uselang=en#P856",Alexey Kornya (President),₽ 412.3 billion (Russia) ₴ 11.9 billion (Ukraine) ֏ 56.8 billion (Armenia) BYR 764 billion (Belarus) (2017 [1] ),"October 8, 1993 ; 26 years ago ( 1993-10-08 )","Moscow , Russia"
"Mid-America Apartment Communities, Inc.",Real estate investment trust,"2,464 (2017)",http://www.maac.com/,"H. Eric Bolton, Jr., Chairman , CEO & President Albert M. Campbell, III, CFO",$1.528 billion (2017),1977 ; 42 years ago ( 1977 ),"Memphis, Tennessee"
Micron Products,"Plastics, Manufacturing",,http://www.micronproducts.com,,,1978,"Fitchburg,_Massachusetts"
Micro Focus International plc,Information technology,"14,000 (2018) [2]",http://www.microfocus.com/,Kevin Loosemore (Executive Chairman) Stephen Murdoch (CEO),"US$4,754.4 million (2018) [1]",1976 ; 43 years ago ( 1976 ),"Newbury , Berkshire , England"
Moog Incorporated,"Aerospace , Defense , Industrial Automation , and Motion Control","10,976 [2]",http://www.moog.com,"John Scannell, Chairman & CEO Don Fishback, CFO",US$ 2.497B [1],1951,"East Aurora, New York"
"Midas, Inc.",,,http://www.midas.com,,US$ 183.6 million (2011),"April 20, 1956 ; 63 years ago ( 1956-04-20 ) [1] Macon , Georgia , U.S.","Palm Beach Gardens , Florida , U.S."
MSA Safety Incorporated,Safety equipment,"5,000",http://www.msasafety.com/,"Nish Vartanian, CEO",US$ 1.2 billion (2017),1914,"Cranberry Township, Pennsylvania"
Mettler-Toledo International Inc.,Scientific instruments,"14,200 (2016) [2]",http://www.mt.com,Olivier A. Filliol (President and CEO ) Shawn Vadala ( CFO ),"US$ 2,936 million (2018) [2]",1945,"Columbus,Ohio [1] , USA"
"Meritor, Inc.",Commercial vehicles systems and components,"8,200 [1] (2017)",http://www.meritor.com,,US$3.34 billion (2017) US$3.20 billion (2016),,"2135 W. Maple Road, Troy, MI 48084 , United States of America"
"MetLife, Inc.",Financial services,"~48,000 (October 2018) [1]",https://www.metlife.com/,Michel A. Khalaf ( President & CEO ) Glenn Hubbard ( Chairman ),US$ 67.941 billion (2018) [1],"March 24, 1868 ; 151 years ago ( 1868-03-24 )","MetLife Building New York, New York, U.S."
Meritage Homes,Home construction,"1,605 [3] (2017)",http://www.meritagehomes.com/,Steven J. Hilton [1] ( CEO ) Larry W. Seay ( CFO ),,1985,"Scottsdale, Arizona , United States"
Meredith Corporation,Mass media,"7,915 (2018)",https://www.meredith.com/,Steve Lacy (Executive Chairman) Tom Harty (President and CEO),$2.247 billion (FY 2018),1902 ; 117 years ago ( 1902 ),"Des Moines, Iowa"
"Methode Electronics, Inc.",Electronics,"6,187 (2019) [2]",http://methode.com/,"Donald W. Duda ( Director , President , CEO [1]",,1946,"Illinois , Chicago , United States"
Mercury General Corporation,Insurance,"4,300 [3] (2017)",http://www.mercuryinsurance.com,"Gabe Tirador , CEO & President, George Joseph , Founder & Chairman",US$3.380 billion (2018) [1] [2],1961,"4484 Wilshire Boulevard Los Angeles, California"
MGM Growth Properties LLC,,,http://www.mgmgrowthproperties.com,"James Murren , Chairman James C. Stewart, CEO",$1.002 billion (2018),"October 23, 2015 ; 3 years ago ( 2015-10-23 )","Las Vegas, Nevada , United States"
Medtronic plc,Medical equipment,"~86,000 (Apr 2018) [3]",http://medtronic.com,Omar Ishrak ( Chairman & CEO ) Karen L. Parkhill ( CFO ),US$ 29.71 billion ( FY APR 28 2017) [2],1949 ; 70 years ago ( 1949 ),"(Legal headquarters) 20 Lower Hatch Street, D02 XH02, Dublin , Ireland [1] (Operational headquarters) 710 Medtronic Parkway. Minneapolis , Minnesota [1]"
Mednax,Specialized health services,"15,900 (includes: full and part-time employees & contracted professionals) (2017)",https://www.mednax.com/,Cesar L. Alvarez ( Chairman of the Board ) Roger J. Medel ( CEO ) Vivian Lopez-Blanco ( CFO ),US$ 3.46 billion (2017),1979 ; 40 years ago ( 1979 ),"Sunrise, Florida , U.S."
"Medifast, Inc.","Weight loss , multi-level marketing",420 (2018) [2],http://medifast1.com,"Daniel R. Chard, CEO",US$ 501 million (2018) [1] [2],1980,"Baltimore , Maryland , United States"
"Merck & Co., Inc.",Pharmaceuticals,"~69,000 (2018) [2] [3]",http://merck.com,"Kenneth C. Frazier ( Chairman , President & CEO ) [1] Robert M. Davis ( Vice President & CFO ) [1] [2]",US$ 42.294 billion (2018) [3],1891 ; 128 years ago ( 1891 ) as a subsidiary of Merck (founded 1668) 1917 as an independent company,"Kenilworth, New Jersey , United States"
"Medallia, Inc.",Customer Experience,,http://medallia.com,"Leslie Stretch, CEO Borge Hald, Co-founder and Chief Strategy Officer Amy Pressman, Co-founder Douglas Leone , Board Member",,2001 ; 18 years ago ( 2001 ),"San Francisco, California , U.S."
MeadWestvaco Corporation,,"23,000 (2014) [3]",http://www.mwv.com,"John A. Luke, Jr. , Chairman & CEO James A. Buzzard, President E. Mark Rajkowski, CFO & Senior Vice President","US$6,060,000,000 (2011) [2]",January 2002 ( 2002-01 ),"Richmond, Virginia [1]"
Mechel PAO,Mining,"more than 80,000",http://www.mechel.com,Igor Zyuzin ( CEO ),$5.13 billion [1] (2017),2003 ( 2003 ),"Moscow , Russia"
"MDU Resources Group, Inc.",Electric Power Natural Gas Construction,"10,140 [1] (2017)",https://www.MDU.com,"Harry J. Pearce (Chairman) David L. Goodin (CEO) Jason L. Vollmer (CFO) Daniel S. Kuntz (VP, General Counsel and Secretary) Peggy A. Link (CIO)",US$ 4.4 billion (2017) [1],"Minneapolis , Minnesota , U.S. (1924 ; 95 years ago ( 1924 ) )","Bismarck , North Dakota , U.S."
MDC Holdings,,,,,,,
McKesson Corporation,Healthcare,"~78,000 (2018) [1]",http://mckesson.com,Brian S. Tyler CEO,US$208.4 billion (2018) [1],"New York City , United States 1833 ; 186 years ago ( 1833 )","Irving , Texas , U.S."
"McDermott International, Inc.",Oil and gas,"~40,000 (2018)",http://www.mcdermott.com/,Gary P. Luquette (Chairman of the Board) David Dickson (President & CEO) Stuart Spence (Executive VP & CFO),US$ 2.98 billion (2017),1923 ; 96 years ago ( 1923 ),"Houston , Texas , U.S."
McCormick & Company,Processed & Packaged goods,"11,700 [6] (2017)",http://mccormickcorporation.com,"Lawrence E. Kurzius, [1] Chairman, President & CEO
Mike Smith EVP & CFO [2]","US$ 4,400 million (2016) [3] US$ 4,123.4 million (2013) [4]","1889 ; 130 years ago ( 1889 ) Baltimore, Maryland , U.S.","Hunt Valley, Maryland , U.S."
"MBIA, Inc. (MBIA)",Finance,180 [1],http://www.mbia.com,,"US$ 1,270 Million ( FY 2014 ) [1]",,"Purchase , New York"
MAXIMUS Inc.,"Healthcare, Business Services Government contractor","34,000",http://maximus.com,Bruce Caswell ( President and Chief Executive Officer ) Richard Nadeau ( Chief Financial Officer ),US$2.39 billion (FY2018) [1],1975,"Reston, Virginia"
Maxar Technologies Inc.,"Information technology services, Engineering services, Communications satellite","5,900 (2019)",http://www.maxar.com,Daniel Jablonsky (President and CEO) [2] Walter Scott (CTO) Biggs Porter (CFO) Andrea Bortner (CHRO),$2.141 billion (2018) [3],1969,"Westminster, Colorado , United States [1]"
McDonald's Corporation,Restaurants,"~ 210,000 ( 2018 )","https://www.mcdonalds.com/us/en-us.html,http://corporate.mcdonalds.com",Enrique Hernandez Jr. [2] ( Chairman ) Steve Easterbrook ( president and CEO ),US$ 21.025 billion (2018),"May 15, 1940 ; 79 years ago ( 1940-05-15 ) in San Bernardino, California","Chicago , Illinois , U.S. [1]"
Maui Land & Pineapple Company,,,,,,,
"MaxLinear, Inc.",,,http://www.maxlinear.com/,"Kishore Seendripu (Chair, CEO ) [1] Curtis Ling ( CTO ) [2]",,2003 [1],"Carlsbad , California , U.S."
MGM Resorts International,,"77,000 (2018)",http://mgmresorts.com,James Murren (Chairman and CEO) Bill Hornbuckle (President) Brian Sandoval (President of Global Gaming Development),$9.810 billion (2013) [1],1986 ; 33 years ago ( 1986 ),"Paradise , Nevada , United States"
Materion,,,,,,,
Mastercard Incorporated,Financial services,"~13,400 (December 2017) [1]",https://www.mastercard.com,Ajaypal Singh Banga ( President and CEO ) Richard Haythornthwaite ( Chairman ),US$ 12.497 billion (2017) [1],1966 ; 53 years ago ( 1966 ) (as Interbank Card Association) 1979 ; 40 years ago ( 1979 ) (as Mastercard),"Mastercard International Global Headquarters , Purchase, New York , U.S."
Mastech Digital,Professional Services,"1,564 [7]",http://www.mastechdigital.com/,"Vivek Gupta, President & CEO [4] John Cronin, CFO [5]",US $147.8 million (2017) [6],1986 [1],"Pittsburgh , U.S."
"MasTec, Inc.",Heavy construction Engineering Project Management,"17,300 [2] (2017)",http://www.mastec.com,"Jose Mas, CEO",US$ 4.208 billion (2015) [1],"March 11, 1994","Coral Gables, Florida , U.S."
"Matson, Inc.","Shipping , Navigation",,http://www.matson.com,Matthew J. Cox (CEO) [1],,"April 10, 1882 ( 1882-04-10 )","Honolulu, Hawaii , USA"
Masco Corporation,,"26,000 [2] (2017)",http://www.masco.com/,Richard Manoogian ( Chairman Emeritus ) [1] Keith J. Allman ( President and Chief Executive Officer ),,1929 ; 90 years ago ( 1929 ) (as Masco Screw Products Company),"Livonia, Michigan , U.S."
Martin Marietta Inc.,Construction Materials,"8,714 (2019)",http://www.martinmarietta.com/,C. Nye ( President & CEO ) Jim Nickolas ( CFO ),$4.2 billion USD (2018) [1],1993,"Raleigh, North Carolina , United States"
Marriott Vacations Worldwide Corporation,"Hospitality , Tourism","10,000 (Jan 2014) [1]",http://www.marriottvacationsworldwide.com/,,US$ 1.75 billion (2013) [1],"Hilton Head , South Carolina , U.S.","Orlando, Florida , U.S."
"Marsh & McLennan Companies, Inc.",Insurance brokers Professional services,"~65,000 (2017)",http://mmc.com,Dan S. Glaser ( President & CEO ) Mark C. McGivney ( CFO ) Stacy M. Mills ( VP & Controller ),US$ 14.02 billion (2017),"1905 ; 114 years ago ( 1905 ) , in Chicago , Illinois , U.S.","1166 Avenue of the Americas , New York City , New York , U.S."
MarkWest Energy Partners LP,Oil & Gas Refining and Marketing,1139 [1],http://www.markwest.com/,Frank M. Semple (CEO),US$ 0 1.687 billion(2013) [2],1988 [1],"Denver , Colorado"
Markel Corporation,Insurance,"17,400 [1] (2019)",http://www.markelcorp.com,"Alan I. Kirshner, Executive Chairman Anthony F. Markel, Vice Chairman Steven A. Markel, Vice Chairman Thomas S. Gayner, Co-Chief Executive Officer Richard R. Whitt. III, Co-Chief Executive Officer",,1930 ; 89 years ago ( 1930 ),"Richmond, Virginia , USA"
The Marcus Corporation,Hospitality Entertainment,"7,500",http://www.marcuscorp.com/,Gregory S. Marcus (President and CEO) Stephen H. Marcus (Chairman),US$ 622.7 million (2017) [1],"Milwaukee , Wisconsin , United States (November 1, 1935 ; 83 years ago ( 1935-11-01 ) )","Milwaukee , Wisconsin , United States"
Marathon Petroleum Corporation,Oil and gas,"~43,800 (December 2017)",http://www.marathonpetroleum.com/,Gary R. Heminger (Chairman and CEO) Gregory J. Goff (Executive Vice Chairman),US$ 96.504 billion (2018),"September 1, 1998 ; 21 years ago ( 1998-09-01 )","Findlay , Ohio , United States"
Marathon Oil Corporation,Petroleum industry,"2,300 [2] (2017)",http://www.marathonoil.com,"Lee M. Tillman, President & CEO [1]",US$ 5.522 billion (2015) [1],1887 ( 1887 ),"Marathon Oil Tower Houston , Texas , United States"
"The Manitowoc Company, Inc.",Manufacturing,"4,900 (2017) [2]",http://www.manitowoc.com,Barry L. Pennypacker (CEO),US$ 1.58 Billion (2017) [1],1902,"11270 W. Park Place Milwaukee , Wisconsin , United States"
M&T Bank Corporation,Financial services,"16,354 [1] (2017)",http://www.mtb.com/,René F. Jones (Chairman and CEO) Kevin J. Pearson (Vice Chairman) Richard S. Gold (President and COO),$6.019 billion (2017),"August 30, 1856 ; 163 years ago ( 1856-08-30 )","One M&T Plaza Buffalo, New York United States"
Mallinckrodt Pharmaceuticals plc,Pharmaceutical,"3,600 (March 2018)",http://mallinckrodt.com,"Mark Trudeau (CEO), Matthew Harbaugh (CFO)",US$ 3.221.6 billion (2017) [1],1867,"(Legal) College Business & Technology Park, Cruiserath, Blanchardstown , D15 TX2V, Dublin , Ireland (Executive) 3 Lotus Park, The Causeway, Staines-upon-Thames , Surrey , United Kingdom (Operational) 675 McDonnell Boulevard, St Louis , Missouri , United States"
Magna International Inc.,Manufacturing,"169,000 (2019) [2]",https://www.magna.com/,"Donald Walker , CEO Tommy J. Skudutis, Executive VP & COO Vincent J. Galifi, Executive VP & CFO Swamy Kotagiri, CTO James J. Tobin, CMO & President Magna Asia",US$ 40.82 billion (2018) [1],1957 ; 62 years ago ( 1957 ),"Aurora, Ontario , Canada"
Manulife Financial Corporation.,Financial Services ( Insurance ),"34,000 employees and 63,000 agents (2015) [2]",http://www.manulife.com/,"Roy Gori , president and chief executive officer Richard DeWolfe , chairman of the board of directors",CA$ 53.3 billion (2016) [1],1887 ; 132 years ago ( 1887 ),"Toronto , Ontario , Canada"
Magellan Midstream Partners,,"1,300",https://www.magellanlp.com/,Michael Mears (CEO & President),,,"Tulsa, Oklahoma , United States"
"Macy's, Inc.",Retail,"~130,000 (February 2019) [1]",http://macysinc.com,Jeff Gennette ( Chairman and CEO ) Hal Lawton ( President ),US$ 24.971 billion ( FY Feb 2019) [1],"1929 in Columbus, Ohio","Cincinnati, Ohio , U.S."
Macquarie Infrastructure Corporation,Aerospace Bulk Liquid Storage Hydronics Oil and gas,"+2,000",http://www.macquarie.com/mic,Martin Stanley (Chairman) James Hooke (President & CEO) Liam Stewart (CFO),US$ 1.03 billion ( FY 2012 ),2004,"125 West 55th Street New York , New York , United States"
