Name,Industry,Number of employees,Website,Key people,Revenue,Founded,Headquarters
Esprit Holdings,"Retail, Fashion","over 6,400 employees worldwide",http://esprit.com,Executive Chairman: Raymond Or CEO: Anders Kristiansen,"15,455 M HK$ in financial year 2017/18","1968 in San Francisco , California","Global Business Headquarters: Ratingen, Germany Global Financial Headquarters: Kowloon , Hong Kong"
Dah Sing Bank Limited,Finance,,http://dahsing.com/,,,1 May 1947 ; 72 years ago ( 1947-05-01 ),Hong Kong
The Cross-Harbour (Holdings),Investment,,http://www.crossharbour.com.hk/,,,"April 26, 1965 ( 1965-04-26 ) (The Cross-Harbour Tunnel Company, Limited) [1]","Rooms 3301-07, China Resources Building, 26 Harbour Road, Wanchai , Hong Kong"
Courage Marine Group Limited,Shipping,,http://www.couragemarine.com,"Hsu Chih-Chien Chairman , Wu Chao-Huan Managing Director",,2001,
COSCO SHIPPING Ports Ltd. ,Shipping and Logistics,,http://www.coscopac.com.hk/,Chairman : Dr. Li Yunpeng (李雲鵬),USD 798 million (2013),1994,"49th Floor, COSCO Tower, 183 Queen’s Road Central, Hong Kong, Hong Kong , People's Republic of China"
Convenience Retail Asia Limited ,Retailing,,http://www.cr-asia.com/,Chairman : Dr. Victor Fung CEO : Mr. Richard Yeung [1],,1985,Hong Kong
COSCO International Holdings Limited ,Shipping,,http://www.coscointl.com/en/index.asp,Chairman : Mr. Wei Jiafu,,1992,"Hong Kong , People's Republic of China"
Coolpad Group,Consumer electronics,637 (Dec.2018),http://www.coolpad.com,Chen Jiajun ( CEO ) Leung Siu Kee (director) Lam Ting Fung Freeman (director) Liang Rui (director),"HK$1,277 million (2018)",29 April 1993 ; 26 years ago ( 1993-04-29 ) (as Yulong Computer) 2002 (as China Wireless Tech.),"Shenzhen , China (general office) Cayman Islands (registered office) Hong Kong (second office)"
"CRRC Corp., Ltd.",Manufacturing,"183,061 (2016 [3] : 60 )",http://www.crrcgc.cc,"Liu Hualong (chairman of the board, party secretary ) [2] Xi Guohua (vice-chairman, deputy party secretary , president) [2] [3] Sun Yongcai ( executive director , vice-president ) [3] [4] Xu Zongxiang (executive director) [4] Wan Jun (chairman of the supervisory board, deputy party secretary ) Zhan Yanjing (CFO & vice-president) Wang Jun (vice-president) Lou Qiliang (vice-president) Yu Weiping (vice-president) [5]",CN¥ 224.138 billion (2016),1 June 2015 [1],"Beijing , China"
CNOOC Limited,"Oil and gas, energy","5,377 [2] (2012)",http://www.cnoocltd.com,"Zhong Hua (CFO) Yang Hua (Chairman and CEO), [1] Yuan Guangyu (President)",,August 1999,"Hong Kong , China (registered office) Beijing ( de facto )"
Cogobuy Group,Consumer Electronics,750,http://www.cogobuy.com,Jeffrey Kang ( Chairman and CEO ),RMB$12.9 billion (2016),"February, 2012","Shenzhen , China"
Concord New Energy Group,Public utility,,http://www.cnegroup.com,,,1984 in Hong Kong (predecessor) 1997 in Bermuda [1] and Hong Kong 2007 (backdoor listing),"Hong Kong S.A.R. , China (second registered office) Beijing, China (management centre) Hamilton, Bermuda (registered office)"
Dickson Concepts (International) Ltd.,,"1,433 (2018) [1]",https://www.dickson.com.hk,"Dickson Poon , Executive Chairman","HK$ 3,635.6 million (2018) [1]",Hong Kong,Hong Kong
Coastal Greenland Limited,Real estate,,http://www.coastal.com.cn/,Chairman : Mr. Chan Boon Teong [1] Managing director : Mr. Jiang Ming [2],,1990,"Hong Kong , People's Republic of China"
Country Garden Holdings Company Limited ,"Real Estate , Education","124,837",http://www.countrygarden.com.cn,Chairman : Yang Guoqiang Largest shareholder: Yang Huiyan,US$33.8 billion (2018),1992,"Shunde , Guangdong , China"
COMEC,Shipbuilding and Shiprepairing,,http://comec.cssc.net.cn/,Li Zhushi (Chairman),,1954,"Guangzhou , Guangdong , China"
CK Life Sciences International (Holdings) Inc.,Biotechnology,,http://www.ck-lifesciences.com/,Chairman : Mr. Victor Li,,2000,Hong Kong
CK Hutchison Holdings Limited,Conglomerate,"270,000 (incl. subsidiaries)","http://www.ckh.com.hk/,https://www.wikidata.org/wiki/Q19548352?uselang=en#P856","Victor Li Tzar-kuoi , Chairman and Group Co-managing Director Canning Fok Kin-ning , Group Co-managing director Li Ka-shing , Senior Advisor",US$21.51 billion (2016) [1],As Cheung Kong Holdings in 1950 ; 69 years ago ( 1950 ) As CK Hutchison Holdings on 18 March 2015 ; 4 years ago ( 2015-03-18 ),"Cheung Kong Center , Hong Kong Island , Hong Kong"
CK Infrastructure Holdings Limited ,Infrastructure,,http://www.cki.com.hk/,Chair: Victor Li,,1996,"Hong Kong , Hong Kong"
CITIC Telecom International Holdings Limited,Telecom,,http://www.citictel.com,Chairman : Mr. Xin Yue Jiang (2009- ),,1999,Hong Kong
CITIC Securities Company Limited ,Financial services,,http://www.cs.ecitic.com,,,1995 ; 24 years ago ( 1995 ),"CITIC Securities Tower, Shenzhen , China"
CITIC Resources Holdings Limited ,Natural resources,,http://resources.citic,Mi Zengxin ( Chairman ),,1997,Hong Kong
CNNC International Limited,Nuclear,15 (as at 31 December 2015),http://www.cnncintl.com,Du Yunbin (Chairman),"HKD 57,755,000","September 19, 2002","Hong Kong , China"
CK Asset Holdings Limited,Property,,http://www.ckah.com/,"Victor Li Tzar-kuoi , Chairman and Managing Director",,As Cheung Kong Holdings in 1950 ; 69 years ago ( 1950 ) As CK Asset Holdings on 3 June 2015 ; 4 years ago ( 2015-06-03 ),"7/F, Cheung Kong Center , 2 Queen's Road Central, Hong Kong"
CITIC Limited,Conglomerate,,http://www.citic.com,Chang Zhenming ( Chairman ) Wang Jiong (Vice-chairman) Li Qingping (Executive Director) Pu Jian (Executive Director),HK$ 416.8 billion (2015),1990 ; 29 years ago ( 1990 ) in the British Hong Kong,"CITIC Tower , Hong Kong Island , Hong Kong S.A.R. , China"
Chongqing Iron and Steel Company Limited ,Iron and steel manufacturing,,http://www.cqgtjt.com/,Chairman : Mr. Dong Lin,,1938,"Chongqing , People's Republic of China"
"CHTC Fong's Industries Co., Ltd.",Textile machinery,,http://www.fongs.com,Ye Maoxin (Chairman) Ji Xin (CEO),,1963 1990 (re-incorporated),Hong Kong (general office) Bermuda (registered office)
CLP Group,Public utility - Energy,,"http://www.clp.com.hk,http://www.clpgroup.com",,,1901 ; 118 years ago ( 1901 ) in Hong Kong,
"Cisco Systems, Inc.",Networking hardware & software,"74,200 (2018) [2]",http://cisco.com,Chuck Robbins ( CEO and Chairman ) Mark Chandler ( CLO ) Gerri Elliott ( CMO ),US$ 49.33 billion (2018) [2],"December 10, 1984 ; 34 years ago ( 1984-12-10 ) in San Francisco , California, United States","San Jose, California , United States [1]"
Chong Hing Bank,Financial services,,http://www.chbank.com/,"Zhaoxing Zhang (Chairman), Margaret Leung (Deputy chairman and managing director), Lau Wai Man (chief executive officer), Don Tit Shing Liu (Deputy chief executive officer)",HK$ 276 million (Q1 2013),1948,Hong Kong
China Zhongwang Holdings Limited ,Aluminium Processing,,http://www.zhongwang.com/,Chairman:Lu Changqing,,1993,"Liaoyang, Liaoning , People's Republic of China"
China Zheshang Bank,Banking and Finance,,http://www.czbank.com/,Shen Renkang Chairman Liu Xiaochun President and Director,,26 July 2004 ; 15 years ago ( 2004-07-26 ),"Hangzhou , Zhejiang Province , China"
China Telecom,Telecommunications,"287,076 [3] : 85 (2016)",http://www.chinatelecom-h.com,Yang Jie (chairman & CEO ) [1] [2],CN¥ 352.285 billion [3] : 129 (2016),10 September 2002 ; 17 years ago ( 2002-09-10 ),"Beijing , China"
China United Network Communications Group,Telecommunications,,http://www.chinaunicom.com,"Wang Xiaochu (chairman & Party Secretary ) Lu Yimin (vice-chairman, President , Deputy Party Secretary ) Li Fushen (director, VP, CFO , Deputy Party Secretary) [2] [nb 2] Shao Guanglu (VP, member of the party committee) [nb 3] Jiang Zhengxin (VP, member of the party committee) [nb 4] César Alierta (director of China Unicom (H.K.))",CN¥ 274.197 billion (2016),18 June 1994 ; 25 years ago ( 1994-06-18 ) [1],"Beijing , China"
China Water Affairs Group Limited ,Water supply,,http://www.chinawatergroup.com/,Chairman : Mr. Duan Chuan-liang,,1998,"Hong Kong , People's Republic of China"
China Star Entertainment Limited ,"Production company , film distributor , property development and investment, gaming",,http://www.irasia.com/listco/hk/chinastar,Charles Heung Tiffany Chen,,1989,"Shun Tak Centre Sheung Wan, Hong Kong , China"
China Travel International Investment Hong Kong Limited ,Conglomerate,,http://www.hkcts.com/,Chairman : Mr. Zhang Xuewu,,1992 ; 27 years ago ( 1992 ),"Hong Kong , People's Republic of China"
China Taiping Insurance Holdings Company Limited ,Insurance,,http://en.cntaiping.com/,Chairman : Mr. Lin Fan,,2000,Hong Kong
China State Construction International Holdings Limited ,Construction,,http://www.csci.com.hk/,Chairman : Mr. Kong Qingping,,1979,"Hong Kong , People's Republic of China"
China Shipping Development Company Limited ,Shipping and Logistics,,http://www.cnshippingdev.com/,Chairman : Mr. Li Shaode,,1994,"Shanghai , People's Republic of China"
"China Shipping Container Lines Co., Ltd",Shipping and logistics,,http://en.cscl.com.cn/,,,1997,"Shanghai , People's Republic of China"
China SCE Property Holdings Limited,Real estate,,http://www.sce-re.com/,Chairman : Mr. Wong Chiu Yeung,,1995,"Xiamen , Fujian , People's Republic of China"
China Resources Power,Power Generation,,http://cr-power.com/en/,Song Lin ( Chairman ),,2001,"Wan Chai , Hong Kong"
China Sandi Holdings Limited ,Forestry,,http://www.chinasandi.com.hk,"Chairman : Mr. Chi Chi Hung, Kenneth",,1991,"Hong Kong , People's Republic of China"
China Resources Land Limited ,Real estate,"31,064 by the end of 2015",http://www.crland.com.hk/,Wu Xiangdong ( Executive director ),HK$14.21bn,1994,"Shenzhen , People's Republic of China"
China Reinsurance (Group) Corporation  ,Reinsurance,"23,020 (30 June 2015)",http://www.chinare.com.cn/,,,,"Beijing , People's Republic of China"
China Resources Enterprise Limited ,Conglomerate,,http://cre.com.hk/,Chen Long ( Chairman ),,1992,Hong Kong
China Shenhua Energy,Metals and Mining,"74,949 (2011)",http://www.csec.com/,Chairman : Mr. Zhang Yuzuo,,1995,"Beijing , People's Republic of China"
China Railway Group Limited,Construction,,http://www.crec.cn/,Chairman : Li Changjin,,2007,"Beijing , China"
China Power Clean Energy Development,Electricity,,http://www.cpne.com.hk,Wang Binghua (Chairman) Wang Zhongtang (CEO),,2006 in Bermuda,"Hong Kong , China"
China Power International Development,Power generation,,http://www.chinapower.hk,Li Xiaolin (chairman),,24 March 2004 ( 2004-03-24 ) [1],"Beijing , China ( de facto ) Hong Kong, China ( de jure )"
China Railway Construction Corp.,Construction,"261,333 (2017) [2]",http://www.crcc.cn/,Chairman : Fengchao Meng,CN¥ 680.98 billion (2017) [2],1948 1990 (holding company) [1] 2007 (listed company) [1],"Beijing , China"
China Resources Cement Holdings Limited ,Building materials,,http://www.crcement.com.hk/simp/,Chairman : Miss Zhou Junqing [1],,2003,"Hong Kong , People's Republic of China"
China Resources Gas ,gas distribution,,http://www.crgas.com.hk/,Chairman :,,,"Hong Kong , People's Republic of China"
China Oilfield Services Limited ,Oil exploration and Oil drilling,,http://www.cosl.com.cn/,Fu Chengyu ( Chairman ),,2001,"Beijing , China"
China Pacific Insurance (Group),Financial services,,http://www.cpic.com.cn,Kong Qingwei (chairman & executive director) Huo Lianhong (executive director) [1] Zhang Yuhua (deputy president),CN¥ 247.0 billion (2015),1991 ; 28 years ago ( 1991 ),"Shanghai , China"
China National Building Material,Building materials,"100,000 people",https://web.archive.org/web/20080612212512/http://www.cnbmltd.com/english/,Chairman : Mr. Song Zhi Ping,,1984,"Beijing , People's Republic of China"
China Overseas Land and Investment Limited ,Real estate,,https://web.archive.org/web/20080210151223/http://coli.com.hk/En/index.aspx,Chairman : Mr. Kong Qingping,,1979,"Hong Kong , China"
China Molybdenum ,Metal and Phosphate mining,,http://www.chinamoly.com/,Chairman : Mr. Li Chaochun,CN¥ 7.432 billion (2018Q1),1982,"Luanchuan , Luoyang , Henan , People's Republic of China"
China Merchants Port Holdings Co. Ltd.,Shipping and Logistics,,http://www.cmport.com.hk/,Chairman : Li Xiaopeng,,28 May 1991,"Hong Kong , People's Republic of China"
China Merchants Bank Company Limited ,Banking,"74,590 (2018) [1]",http://www.cmbchina.com//,Li Jianhong ( Chairman ) Tian Huiyu (President & CEO ),CN¥ 248.44 billion $36.11 billion (2018) [1],1987 ; 32 years ago ( 1987 ),"Futian District , Shenzhen , Guangdong , China"
China Properties Group Limited,Real estate,,http://cpg.mydyn.net/,Chairman : Mr. Wang Shizhong,,,Hong Kong Special Administrative Region
China Metal Recycling (Holdings) Limited ,Recycling industry,,http://www.chinametalrecycle.com/en/,Chairman : Mr. Chun Chi-wai,,2000,"Guangzhou , Guangdong , People's Republic of China"
China Motor Bus Company,Public transport (formerly) Property investment,,"https://www.irasia.com/listco/hk/cmb/index.htm,https://www.wikidata.org/wiki/Q5099790?uselang=en#P856",Ngan Kit-ling (Chairman & MD),$93.5 million (2013/14),1923,"Chai Wan , Hong Kong"
China Jinmao Holdings Group Limited ,Real estate,,http://www.sinochem.com/english/tabid/671/Default.aspx,Chairman : Mr. Pan Zhengyi,,2004,"Hong Kong , People's Republic of China"
China International Capital Corporation Limited,"Banking , Financial services","4,200 (2015)",http://cicc.com,Ding Xuedong (Chairman) Bi Mingjian (CEO),,1995 ; 24 years ago ( 1995 ),"China World Office 2, 1 Jianguomenwai Avenue, Chaoyang District , Beijing , China"
China Southern Airlines,,,"http://www.csair.com/en/index.shtml,http://www.csair.com/",Tan Wangeng (Vice Chairman/President),CN¥ 127.806 billion (2017) [1],1 July 1988 ; 31 years ago ( 1988-07-01 ),"Guangzhou , Guangdong, China"
China Life Insurance Company Limited ,Financial services,,http://www.chinalife.com.cn,"Dairen Lin (CEO) , Chairman : Yang Mingsheng",,1949 ; 70 years ago ( 1949 ) (as PICC),"Beijing , China"
"China High Speed Transmission Equipment Group Co., Ltd. ",Gear and wind power transmission equipment manufacturing,,http://www.chste.com/en/index.asp,Chairman : Wu Yueming,,1969,"Nanjing , Jiangsu , China"
China Minsheng Banking Corporation Limited ,Bank,,http://www.cmbc.com.cn/,,$5.99 Billion US Dollars (2012),1996 ; 23 years ago ( 1996 ),"Beijing , China"
China Mobile Limited,Telecommunications,"493,000 (2017) [5]","http://www.10086.cn/,http://www.chinamobileltd.com",Yang Jie ( Chairman ) Li Yue ( CEO ) [4],US$ 101.938 billion (2016) [5],3 September 1997 ; 22 years ago ( 1997-09-03 ) [2],"60th Floor, The Center, 99 Queen’s Road Central [3] , Hong Kong , China"
China Gold International Resources,Mining,,http://www.chinagoldintl.com/,,,,"Vancouver , Canada"
China Huarong Asset Management,Financial services,,"http://www.chamc.com.cn/,https://www.wikidata.org/wiki/Q21584822?uselang=en#P856",Wang Zhanfeng (Party Secretary) Lai Xiaomin (former Chairman),CN¥ 75.4 billion (2015),,"Beijing , China"
China International Marine Containers (Group) Company Ltd  ,Shipping and Logistics,"57,686 (as at 31 December 2013)",http://www.cimc.com,Legal Representative and Chairman : Li Jianhong,RMB 57.874 billion (2013),14 January 1980,"Shenzhen , Guangdong , People's Republic of China"
China Energine International (Holdings),Energy,,http://energine.hk,,,,
China Galaxy Securities,,,http://www.chinastock.com.cn/,,,,"Beijing , China"
China Everbright Limited,Financial services,,http://www.everbright165.com/,Tang Shuangning (Chairman) Chen Shuang (CEO),HK$ 10.4 billion (2015),1 November 1994 ( 1994-11-01 ) (as Everbright-IHD),"Hong Kong S.A.R., China"
China COSCO Holdings Company Limited ,Shipping and Logistics,"39,397 (as at 31 December 2013)",https://archive.is/20130119095716/http://www.chinacosco.com/ChinaCosco/pages/proscenium/en/index.jsp,Legal Representative and Chairman : Mr. Ma Zehua (马泽华),"RMB 66,137,861,000 (2013)",2005,"Tianjin , People's Republic of China"
China Communications Services,Telecommunication vendor,,http://www.chinaccs.com.cn,Chairman : Mr. Wang Xiaochu,,2006,"Beijing , China , People's Republic of China"
China Dongxiang (Group) Company Limited ,Sports footwear,,http://www.dxsport.com/,Chairman : Mr. Chen Yihong,,2007 ; 12 years ago ( 2007 ),"Beijing , China"
China Communications Construction,Engineering and Construction,"118,000",https://web.archive.org/web/20051202034933/http://www.ccgrp.com.cn/,"Liu Qitao, Chairman Song HaiLiang, President Peng Bihong, Chief Financial Officer",US$70 billion,2005,"85 De Sheng Men Wai Street, Xicheng District, Beijing , People's Republic of China"
China Development Bank International Investment,Financial services,,http://www.cdb-intl.com,Bai Zhe (chairman) [1],,9 February 1993 ; 26 years ago ( 1993-02-09 ) (ING Beijing) 1 August 2003 ; 16 years ago ( 2003-08-01 ) (New Capital) 2005 (merger),"Room 4506-4509, 2 IFC , Hong Kong S.A.R., China [1] ( de facto ) Grand Cayman, Cayman Islands (registered office)"
China Foods Limited ,Food processing and trading,"18,000",https://web.archive.org/web/20160305211242/http://www.chinafoodsltd.com/,Ma Jianping (马建平) (Chairman),,1993,"Beijing , China"
China CITIC Bank ,Banking,"34,589 (2013)",http://www.citicbank.com/,"Li Qingping , Chairman
Sun Deshun, CEO",US$ 24.37 billion [1],1987,"Beijing Hong Kong , China"
China Coal Energy,Coal mining,,http://www.chinacoalenergy.com,Wang An ( Chairman ),,2006,"Beijing , China"
China Cinda,Financial services,,http://www.cinda.com.cn,Hou Jianhang (Chairman of the Board of Directors) Gong Jiande (Chairman of the Supervisory Board) Zang Jingfan (CEO),CN¥ 78.7 billion (2015),1999,"No. 1 Building, 9 Naoshikou Street, Xicheng District, Beijing , China"
China Aoyuan Group,Real estate,,http://www.aoyuan.com.cn,Chairman : Mr. Guo Ziwen,,1996,"Grand Cayman , Cayman Islands (registered office) Guangzhou , China ( de facto )"
China Eastern Airlines,,,http://www.ceair.com,Liu Shaoyong (Chairman),CN¥ 85.25 billion (2012) [1],25 June 1988 ; 31 years ago ( 1988-06-25 ),"No. 2550 Hongqiao Rd, Shanghai"
China Agri-Industries Holdings Limited ,Agricultural products,,http://www.chinaagri.com/en/index.html,Chi Jingtao (迟京涛) (Chairman),,2006,"Beijing , China"
China Construction Bank,Banking Financial services Investment services,"345,971 (2018) [1]",http://www.ccb.com/en/home/index.html,Wang Hongzhang ( Chairman ) Zhang Jianguo ( President ) Xin Shusen ( Vice President ),CN¥ 633.77 billion $92.1 billion (2018) [1] [2],"Beijing , China (1954 ; 65 years ago ( 1954 ) )","Beijing , China"
Shandong Chenming Paper Holdings Limited ,Papermaking,,http://www.chenmingpaper.com,Chairman : Mr. Chen Hongguo,$3.32Billion (2013),1996,"Shouguang , Shandong , People's Republic of China"
China Everbright Bank,Financial services,,http://www.cebbank.com,Tang Shuangning (Charmian and Party Committee Secretary ) Zhang Jinliang (CEO and Party Committee Deputy Secretary),,1992,"China Everbright Center, 25 Taipingqiao Avenue, Xicheng District, Beijing , China"
China BlueChemical Limited ,Nitrogenous fertilizer manufacturing and sales,,http://www.chinabluechem.com.cn/,Chairman : Mr. Wu Mengfei,,2006,"Dongfang, Hainan , People's Republic of China"
Champion REIT,Property,none,http://www.championreit.com,"Lo Ka-shui , Chairman Lee Ching Ming, Adrian, CEO , Executive Director",HKD 1613.8 million (2008),2006-4-26,Hong Kong
China Aerospace International Holdings,conglomerate electronic real estate development,,http://casil-group.com,Gong Bo ( non-executive chairman) Li Hongjun (president & director) Jin Xuesheng ( vice-president & director),HK$ 0 3.088 billion (2016),25 July 1975 ; 44 years ago ( 1975-07-25 ),"Hung Hom , Kowloon , Hong Kong"
C C Land Holdings Limited,Real estate,,http://www.ccland.com.hk/,Chairman : Mr. Cheung Chung-kiu,,1992,"Hong Kong , China"
Cathay Pacific,,,http://cathaypacific.com,John Robert Slosar ( Chairman ) Augustus Tang ( CEO ),HK$ 111.060 billion (2018) [3] : 58,24 September 1946 ; 73 years ago ( 1946-09-24 ),"Cathay City , Hong Kong International Airport , Chek Lap Kok , Hong Kong [2]"
Chaoda Modern Agriculture (Holdings) Limited ,agricultural products,,http://www.chaoda.com.hk/,Mr. Kwok Ho (CEO),,1997,"Fuzhou , Fujian , People's Republic of China"
BYD Electronic (International) Company Limited,handset components and assembly,,http://www.byd-electronic.com.cn/,Chairman : Mr. Wang Chuanfu,,2007 ; 12 years ago ( 2007 ),"Shenzhen , Guangdong , People's Republic of China"
Bossini International Holdings Limited,Fashion retailing,,http://www.bossini.com/,Chairman : Ms TSIN Man Kuen Bess CEO : Mr MAK Tak Cheong Edmund,,1987,Tong Yin Street Tseung Kwan O Sai Kung District New Territories Hong Kong
"China Aluminum International Engineering Co., Ltd.","Engineering, consulting, and technical services",,http://www.chalieco.com.cn/,,RMB 16.4 billion (2012) [1],,"Beijing , China"
"Café de Coral Holdings, Ltd.",Food service,19000+ (2018),"http://cafedecoral.com/,http://cafedecoralfastfood.com",Sunny Lo (Chairman),HK$ 4.19 billion (2018),"1968 ; 51 years ago ( 1968 ) in Causeway Bay , Hong Kong","Shatin , Hong Kong"
Birmingham Sports Holdings,Holding company Association football Property development,,http://www.irasia.com/listco/hk/birminghamint/index.htm,Wenqing Zhao (Chairman) Dongfeng Huang (CEO) Pui Huan Yam (CFO),(Loss) HK$59.8 million (2016),,"Hong Kong (head office) The Caymans (Incorporated Office) Birmingham , England (major business)"
BYD Co Ltd ,"Automobiles , Buses , Electric bicycle , Truck , Forklift , Rechargeable batteries","220,000 in 2017 [3]",http://www.byd.com,"Wang Chuanfu ( Chairman , CEO )",US$8.5 billion (2013),February 1995 ; 24 years ago ( 1995-02 ),"Shenzhen , Guangdong , China"
Bonjour Holdings Limited,Retail,850 [2],https://www.bonjourhk.com,"Chairman : Mr. Ip Chun Heng, Wilson",HK$ 1.79 bn (2018) [1] (US$ 228 M),1991,"Bonjour Tower, No. 36–50 Wang Wo Tsai Street, Tsuen Wan , Hong Kong , People's Republic of China"
Beijing North Star Company Limited ,Conglomerate,,http://www.beijingns.com.cn,Chairman : Mr. He Jiangchuan,,1997 ; 22 years ago ( 1997 ),"Beijing , China"
"HuaChen Group Auto Holding Co., Ltd.",Automotive,,http://www.brillianceauto.com/,Qi Yumin (Chief Executive Officer and President),,1992 ; 27 years ago ( 1992 ),"Shenyang , Liaoning , China"
Belle International Holdings Limited ,Footwear,"71,789 (2009)",https://web.archive.org/web/20080907182009/http://www.belleintl.com/,Non-Executive Chairman : Mr. Deng Yao CEO : Mr. Baijiao Sheng,$1.5 billion (2009),1991,"Shenzhen , China [1]"
Best Mart 360,Food retailing,723 (2019),http://bestmart360.com,Hui Chi Kwan [1] Lin Tsz Fung [ zh ] [1],,2013 ; 6 years ago ( 2013 ),"14/F, SML Tower 165 Hoi Bun Road Kwun Tong, Kowloon Hong Kong"
Beijing Enterprises Limited ,Conglomerate,,https://web.archive.org/web/20080421231043/http://www.behl.com.hk/,Chairman : Mr. Yi Xiqun,,1997 ; 22 years ago ( 1997 ),"Hong Kong , China"
BBMG Corporation,Building Materials,,http://www.bbmg.com.cn,Chairman : Mr. Jiang Weiping,,1996,"Beijing , China"
Beijing Capital International Airport,Airport operations,,http://en.bcia.com.cn/,Chairman : Mr. Wang Jiadong,,1999,"Beijing , People's Republic of China"
B&W International (Group) Holdings Limited ,Shampoo,,http://www.bawang.com.cn/,Chairman : Mr. Chen Qiyuan [1],,1989,"Guangzhou , Guangdong , People's Republic of China"
Bank of Tianjin Co. Ltd,Banking and Finance,"6,287",http://www.bank-of-tianjin.com,Yuan Fuhua - Chairman Yuanhua Wen - President and Director,,6 November 1996 ; 22 years ago ( 1996-11-06 ),"Tianjin , China"
Bosideng International Holdings Limited ,Clothing,,https://web.archive.org/web/20121127063241/http://www.bosideng.com:80/eng/index.php,Chairman : Mr. Gao Dekang,,1975,"Shanghai , China"
Beijing Beida Jade Bird Universal Sci-Tech,"Manufacturing, Tourism",,http://www.jbu.com.cn,,CN¥1.072 billion (2015),29 March 2000 ( 2000-03-29 ),"3/F Beida Jade Bird Building, Beijing , China"
Bank of Qingdao Co. Ltd,Banking and Finance,"3,023",http://en.qdccb.com/index.shtml,Shaoquan Guo Chairman Lin Wang President and Director,US$0.43 billion (June 2016),15 November 1996 ; 22 years ago ( 1996-11-15 ),"Qingdao , China"
Bank of China Limited,Banking Financial services,"311,000 (2018) [2]",http://www.boc.cn,"Chen Siqing, President and Chairman of the board",CN¥ 503.81 billion $73.23 billion (2018) [2],"Beijing , China (1912 ; 107 years ago ( 1912 ) )","Beijing , China [1]"
Bank of Communications Limited,Financial services,"89,542 (2018) [1]",http://www.bankcomm.com/,"Niu Ximing , Chairman of the Board Peng Chun , President",CN¥ 213.06 billion $30.97 billion (2018) [1],1908 1986 ; 33 years ago ( 1986 ) (re-establishment),"Shanghai , People's Republic of China"
Asia Satellite Telecommunications Holdings,Satellite communication,,https://www.asiasat.com/,,HK$ 1.354 billion [1] : 62 (2017),1988 [ citation needed ],Hong Kong ( de facto ) Bermuda / Canada (registered office)
BAIC Motor,car manufacturing,,http://www.baicmotor.com,Xu Heyi (chairman) Li Feng (executive director),CN¥116.199 billion (2016),1958 ; 61 years ago ( 1958 ),"Beijing , China"
The Bank of East Asia Limited,Finance,,http://www.hkbea.com,Sir David Li ( Chairman ) Adrian Li (Co-Chief Executive Officer) Brian Li (Co-Chief Executive Officer),HK $ 15.953 billion [1],Incorporated on 14 November 1918 ; 100 years ago ( 1918-11-14 ) Officially opened on 4 January 1919 ; 100 years ago ( 1919-01-04 ),"10 Des Voeux Road , Central, Hong Kong"
中國銀行(香港)有限公司,Financial Services,,http://www.bochk.com,"Xiao Gang , chairman He Guangbei , CEO",,16 October 1964 ; 54 years ago ( 1964-10-16 ) (incorporation of the legal entity Po Sang Bank ) 1 October 2001 ; 18 years ago ( 2001-10-01 ) (current name),"Bank of China Tower , Central , Hong Kong"
